split,qid,n_images,total_visual_tokens,per_image_tokens
train_realworld,5953,1,192,192
train_realworld,5954,1,108,108
train_realworld,5955,1,224,224
train_realworld,5956,1,120,120
train_realworld,5957,1,176,176
train_realworld,5958,1,192,192
train_realworld,5959,1,16,16
train_realworld,5960,1,108,108
train_realworld,5961,1,192,192
train_realworld,5962,1,108,108
train_realworld,5963,1,192,192
train_realworld,5964,1,16,16
train_realworld,5965,1,525,525
train_realworld,5966,1,16,16
train_realworld,5967,1,16,16
train_realworld,5968,1,108,108
train_realworld,5969,1,493,493
train_realworld,5970,1,16,16
train_realworld,5971,1,16,16
train_realworld,5972,1,400,400
train_realworld,5973,1,120,120
train_realworld,5974,1,16,16
train_realworld,5975,1,16,16
train_realworld,5976,1,189,189
train_realworld,5977,1,108,108
train_realworld,5978,1,16,16
train_realworld,5979,1,120,120
train_realworld,5980,1,208,208
train_realworld,5981,1,192,192
train_realworld,5982,1,108,108
train_realworld,5983,1,16,16
train_realworld,5984,1,16,16
train_realworld,5985,1,1456,1456
train_realworld,5986,1,266,266
train_realworld,5987,1,304,304
train_realworld,5988,1,525,525
train_realworld,5989,1,16,16
train_realworld,5990,1,192,192
train_realworld,5991,1,192,192
train_realworld,5992,1,455,455
train_realworld,5993,1,1428,1428
train_realworld,5994,1,280,280
train_realworld,5995,1,208,208
train_realworld,5996,1,1274,1274
train_realworld,5997,1,16,16
train_realworld,5998,1,144,144
train_realworld,5999,1,132,132
train_realworld,6000,1,192,192
train_realworld,6001,1,192,192
train_realworld,6002,1,108,108
train_realworld,6003,1,120,120
train_realworld,6004,1,280,280
train_realworld,6005,1,280,280
train_realworld,6006,1,108,108
train_realworld,6007,1,16,16
train_realworld,6008,1,192,192
train_realworld,6009,1,16,16
train_realworld,6010,1,16,16
train_realworld,6011,1,289,289
train_realworld,6012,1,108,108
train_realworld,6013,1,108,108
train_realworld,6014,1,108,108
train_realworld,6015,1,224,224
train_realworld,6016,1,16,16
train_realworld,6017,1,132,132
train_realworld,6018,1,108,108
train_realworld,6019,1,16,16
train_realworld,6020,1,240,240
train_realworld,6021,1,330,330
train_realworld,6022,1,256,256
train_realworld,6023,1,192,192
train_realworld,6024,1,192,192
train_realworld,6025,1,144,144
train_realworld,6026,1,480,480
train_realworld,6027,1,144,144
train_realworld,6028,1,560,560
train_realworld,6029,1,192,192
train_realworld,6030,1,224,224
train_realworld,6031,1,16,16
train_realworld,6032,1,16,16
train_realworld,6033,1,224,224
train_realworld,6034,1,247,247
train_realworld,6035,1,168,168
train_realworld,6036,1,224,224
train_realworld,6037,1,132,132
train_realworld,6038,1,16,16
train_realworld,6039,1,132,132
train_realworld,6040,1,16,16
train_realworld,6041,1,108,108
train_realworld,6042,1,108,108
train_realworld,6043,1,120,120
train_realworld,6044,1,240,240
train_realworld,6045,1,192,192
train_realworld,6046,1,609,609
train_realworld,6047,1,108,108
train_realworld,6048,1,108,108
train_realworld,6049,1,16,16
train_realworld,6050,1,192,192
train_realworld,6051,1,16,16
train_realworld,6052,1,120,120
train_realworld,6053,1,108,108
train_realworld,6054,1,132,132
train_realworld,6055,1,144,144
train_realworld,6056,1,108,108
train_realworld,6057,1,1156,1156
train_realworld,6058,1,16,16
train_realworld,6059,1,108,108
train_realworld,6060,1,16,16
train_realworld,6061,1,240,240
train_realworld,6062,1,144,144
train_realworld,6063,1,192,192
train_realworld,6064,1,16,16
train_realworld,6065,1,192,192
train_realworld,6066,1,208,208
train_realworld,6067,1,560,560
train_realworld,6068,1,224,224
train_realworld,6069,1,192,192
train_realworld,6070,1,750,750
train_realworld,6071,1,740,740
train_realworld,6072,1,108,108
train_realworld,6073,1,108,108
train_realworld,6074,1,792,792
train_realworld,6075,1,96,96
train_realworld,6076,1,108,108
train_realworld,6077,1,108,108
train_realworld,6078,1,16,16
train_realworld,6079,1,16,16
train_realworld,6080,1,192,192
train_realworld,6081,1,224,224
train_realworld,6082,1,16,16
train_realworld,6083,1,525,525
train_realworld,6084,1,108,108
train_realworld,6085,1,208,208
train_realworld,6086,1,192,192
train_realworld,6087,1,108,108
train_realworld,6088,1,192,192
train_realworld,6089,1,120,120
train_realworld,6090,1,16,16
train_realworld,6091,1,16,16
train_realworld,6092,1,224,224
train_realworld,6093,1,120,120
train_realworld,6094,1,192,192
train_realworld,6095,1,16,16
train_realworld,6096,1,16,16
train_realworld,6097,1,1386,1386
train_realworld,6098,1,16,16
train_realworld,6099,1,240,240
train_realworld,6100,1,108,108
train_realworld,6101,1,224,224
train_realworld,6102,1,16,16
train_realworld,6103,1,16,16
train_realworld,6104,1,16,16
train_realworld,6105,1,192,192
train_realworld,6106,1,192,192
train_realworld,6107,1,96,96
train_realworld,6108,1,16,16
train_realworld,6109,1,16,16
train_realworld,6110,1,1392,1392
train_realworld,6111,1,108,108
train_realworld,6112,1,192,192
train_realworld,6113,1,464,464
train_realworld,6114,1,192,192
train_realworld,6115,1,1430,1430
train_realworld,6116,1,120,120
train_realworld,6117,1,16,16
train_realworld,6118,1,256,256
train_realworld,6119,1,525,525
train_realworld,6120,1,108,108
train_realworld,6121,1,272,272
train_realworld,6122,1,144,144
train_realworld,6123,1,16,16
train_realworld,6124,1,621,621
train_realworld,6125,1,16,16
train_realworld,6126,1,16,16
train_realworld,6127,1,96,96
train_realworld,6128,1,192,192
train_realworld,6129,1,1458,1458
train_realworld,6130,1,256,256
train_realworld,6131,1,16,16
train_realworld,6132,1,256,256
train_realworld,6133,1,256,256
train_realworld,6134,1,16,16
train_realworld,6135,1,595,595
train_realworld,6136,1,192,192
train_realworld,6137,1,16,16
train_realworld,6138,1,525,525
train_realworld,6139,1,299,299
train_realworld,6140,1,16,16
train_realworld,6141,1,144,144
train_realworld,6142,1,16,16
train_realworld,6143,1,16,16
train_realworld,6144,1,108,108
train_realworld,6145,1,96,96
train_realworld,6146,1,108,108
train_realworld,6147,1,108,108
train_realworld,6148,1,256,256
train_realworld,6149,1,192,192
train_realworld,6150,1,16,16
train_realworld,6151,1,192,192
train_realworld,6152,1,208,208
train_realworld,6153,1,525,525
train_realworld,6154,1,108,108
train_realworld,6155,1,192,192
train_realworld,6156,1,192,192
train_realworld,6157,1,192,192
train_realworld,6158,1,560,560
train_realworld,6159,1,144,144
train_realworld,6160,1,792,792
train_realworld,6161,1,16,16
train_realworld,6162,1,120,120
train_realworld,6163,1,192,192
train_realworld,6164,1,280,280
train_realworld,6165,1,120,120
train_realworld,6166,1,16,16
train_realworld,6167,1,361,361
train_realworld,6168,1,192,192
train_realworld,6169,1,16,16
train_realworld,6170,1,16,16
train_realworld,6171,1,192,192
train_realworld,6172,1,16,16
train_realworld,6173,1,16,16
train_realworld,6174,1,144,144
train_realworld,6175,1,598,598
train_realworld,6176,1,144,144
train_realworld,6177,1,108,108
train_realworld,6178,1,108,108
train_realworld,6179,1,16,16
train_realworld,6180,1,16,16
train_realworld,6181,1,16,16
train_realworld,6182,1,224,224
train_realworld,6183,1,368,368
train_realworld,6184,1,224,224
train_realworld,6185,1,665,665
train_realworld,6186,1,16,16
train_realworld,6187,1,96,96
train_realworld,6188,1,16,16
train_realworld,6189,1,16,16
train_realworld,6190,1,108,108
train_realworld,6191,1,266,266
train_realworld,6192,1,16,16
train_realworld,6193,1,16,16
train_realworld,6194,1,280,280
train_realworld,6195,1,16,16
train_realworld,6196,1,108,108
train_realworld,6197,1,210,210
train_realworld,6198,1,16,16
train_realworld,6199,1,16,16
train_realworld,6200,1,108,108
train_realworld,6201,1,108,108
train_realworld,6202,1,132,132
train_realworld,6203,1,192,192
train_realworld,6204,1,16,16
train_realworld,6205,1,208,208
train_realworld,6206,1,256,256
train_realworld,6207,1,108,108
train_realworld,6208,1,16,16
train_realworld,6209,1,16,16
train_realworld,6210,1,16,16
train_realworld,6211,1,108,108
train_realworld,6212,1,361,361
train_realworld,6213,1,192,192
train_realworld,6214,1,540,540
train_realworld,6215,1,560,560
train_realworld,6216,1,192,192
train_realworld,6217,1,108,108
train_realworld,6218,1,16,16
train_realworld,6219,1,304,304
train_realworld,6220,1,192,192
train_realworld,6221,1,16,16
train_realworld,6222,1,108,108
train_realworld,6223,1,1435,1435
train_realworld,6224,1,132,132
train_realworld,6225,1,108,108
train_realworld,6226,1,1435,1435
train_realworld,6227,1,16,16
train_realworld,6228,1,108,108
train_realworld,6229,1,16,16
train_realworld,6230,1,120,120
train_realworld,6231,1,16,16
train_realworld,6232,1,192,192
train_realworld,6233,1,16,16
train_realworld,6234,1,192,192
train_realworld,6235,1,16,16
train_realworld,6236,1,192,192
train_realworld,6237,1,16,16
train_realworld,6238,1,108,108
train_realworld,6239,1,304,304
train_realworld,6240,1,1400,1400
train_realworld,6241,1,108,108
train_realworld,6242,1,117,117
train_realworld,6243,1,192,192
train_realworld,6244,1,16,16
train_realworld,6245,1,525,525
train_realworld,6246,1,192,192
train_realworld,6247,1,16,16
train_realworld,6248,1,120,120
train_realworld,6249,1,16,16
train_realworld,6250,1,950,950
train_realworld,6251,1,304,304
train_realworld,6252,1,108,108
train_realworld,6253,1,84,84
train_realworld,6254,1,192,192
train_realworld,6255,1,462,462
train_realworld,6256,1,16,16
train_realworld,6257,1,272,272
train_realworld,6258,1,192,192
train_realworld,6259,1,16,16
train_realworld,6260,1,16,16
train_realworld,6261,1,208,208
train_realworld,6262,1,108,108
train_realworld,6263,1,240,240
train_realworld,6264,1,120,120
train_realworld,6265,1,208,208
train_realworld,6266,1,208,208
train_realworld,6267,1,192,192
train_realworld,6268,1,16,16
train_realworld,6269,1,1365,1365
train_realworld,6270,1,192,192
train_realworld,6271,1,16,16
train_realworld,6272,1,16,16
train_realworld,6273,1,108,108
train_realworld,6274,1,108,108
train_realworld,6275,1,464,464
train_realworld,6276,1,117,117
train_realworld,6277,1,108,108
train_realworld,6278,1,108,108
train_realworld,6279,1,16,16
train_realworld,6280,1,525,525
train_realworld,6281,1,208,208
train_realworld,6282,1,1287,1287
train_realworld,6283,1,360,360
train_realworld,6284,1,144,144
train_realworld,6285,1,16,16
train_realworld,6286,1,120,120
train_realworld,6287,1,208,208
train_realworld,6288,1,560,560
train_realworld,6289,1,280,280
train_realworld,6290,1,1406,1406
train_realworld,6291,1,360,360
train_realworld,6292,1,120,120
train_realworld,6293,1,16,16
train_realworld,6294,1,192,192
train_realworld,6295,1,108,108
train_realworld,6296,1,16,16
train_realworld,6297,1,144,144
train_realworld,6298,1,192,192
train_realworld,6299,1,108,108
train_realworld,6300,1,120,120
train_realworld,6301,1,630,630
train_realworld,6302,1,96,96
train_realworld,6303,1,192,192
train_realworld,6304,1,16,16
train_realworld,6305,1,525,525
train_realworld,6306,1,16,16
train_realworld,6307,1,16,16
train_realworld,6308,1,16,16
train_realworld,6309,1,16,16
train_realworld,6310,1,16,16
train_realworld,6311,1,144,144
train_realworld,6312,1,132,132
train_realworld,6313,1,16,16
train_realworld,6314,1,224,224
train_realworld,6315,1,16,16
train_realworld,6316,1,108,108
train_realworld,6317,1,192,192
train_realworld,6318,1,96,96
train_realworld,6319,1,108,108
train_realworld,6320,1,1426,1426
train_realworld,6321,1,108,108
train_realworld,6322,1,132,132
train_realworld,6323,1,16,16
train_realworld,6324,1,192,192
train_realworld,6325,1,16,16
train_realworld,6326,1,192,192
train_realworld,6327,1,432,432
train_realworld,6328,1,16,16
train_realworld,6329,1,144,144
train_realworld,6330,1,16,16
train_realworld,6331,1,16,16
train_realworld,6332,1,120,120
train_realworld,6333,1,16,16
train_realworld,6334,1,144,144
train_realworld,6335,1,256,256
train_realworld,6336,1,560,560
train_realworld,6337,1,714,714
train_realworld,6338,1,1200,1200
train_realworld,6339,1,120,120
train_realworld,6340,1,16,16
train_realworld,6341,1,108,108
train_realworld,6342,1,1456,1456
train_realworld,6343,1,108,108
train_realworld,6344,1,609,609
train_realworld,6345,1,16,16
train_realworld,6346,1,16,16
train_realworld,6347,1,132,132
train_realworld,6348,1,108,108
train_realworld,6349,1,144,144
train_realworld,6350,1,1356,1356
train_realworld,6351,1,16,16
train_realworld,6352,1,165,165
train_realworld,6353,1,770,770
train_realworld,6354,1,361,361
train_realworld,6355,1,441,441
train_realworld,6356,1,208,208
train_realworld,6357,1,16,16
train_realworld,6358,1,208,208
train_realworld,6359,1,224,224
train_realworld,6360,1,16,16
train_realworld,6361,1,192,192
train_realworld,6362,1,208,208
train_realworld,6363,1,16,16
train_realworld,6364,1,240,240
train_realworld,6365,1,108,108
train_realworld,6366,1,108,108
train_realworld,6367,1,16,16
train_realworld,6368,1,16,16
train_realworld,6369,1,108,108
train_realworld,6370,1,224,224
train_realworld,6371,1,108,108
train_realworld,6372,1,144,144
train_realworld,6373,1,108,108
train_realworld,6374,1,16,16
train_realworld,6375,1,525,525
train_realworld,6376,1,304,304
train_realworld,6377,1,192,192
train_realworld,6378,1,108,108
train_realworld,6379,1,16,16
train_realworld,6380,1,132,132
train_realworld,6381,1,1386,1386
train_realworld,6382,1,16,16
train_realworld,6383,1,16,16
train_realworld,6384,1,558,558
train_realworld,6385,1,208,208
train_realworld,6386,1,192,192
train_realworld,6387,1,192,192
train_realworld,6388,1,192,192
train_realworld,6389,1,16,16
train_realworld,6390,1,192,192
train_realworld,6391,1,192,192
train_realworld,6392,1,108,108
train_realworld,6393,1,256,256
train_realworld,6394,1,120,120
train_realworld,6395,1,525,525
train_realworld,6396,1,740,740
train_realworld,6397,1,108,108
train_realworld,6398,1,192,192
train_realworld,6399,1,192,192
train_realworld,6400,1,192,192
train_realworld,6401,1,272,272
train_realworld,6402,1,192,192
train_realworld,6403,1,117,117
train_realworld,6404,1,16,16
train_realworld,6405,1,16,16
train_realworld,6406,1,256,256
train_realworld,6407,1,16,16
train_realworld,6408,1,16,16
train_realworld,6409,1,208,208
train_realworld,6410,1,108,108
train_realworld,6411,1,132,132
train_realworld,6412,1,192,192
train_realworld,6413,1,16,16
train_realworld,6414,1,208,208
train_realworld,6415,1,16,16
train_realworld,6416,1,16,16
train_realworld,6417,1,16,16
train_realworld,6418,1,108,108
train_realworld,6419,1,144,144
train_realworld,6420,1,108,108
train_realworld,6421,1,16,16
train_realworld,6422,1,1440,1440
train_realworld,6423,1,16,16
train_realworld,6424,1,16,16
train_realworld,6425,1,192,192
train_realworld,6426,1,208,208
train_realworld,6427,1,108,108
train_realworld,6428,1,108,108
train_realworld,6429,1,1444,1444
train_realworld,6430,1,224,224
train_realworld,6431,1,16,16
train_realworld,6432,1,16,16
train_realworld,6433,1,272,272
train_realworld,6434,1,108,108
train_realworld,6435,1,16,16
train_realworld,6436,1,16,16
train_realworld,6437,1,132,132
train_realworld,6438,1,16,16
train_realworld,6439,1,16,16
train_realworld,6440,1,16,16
train_realworld,6441,1,16,16
train_realworld,6442,1,192,192
train_realworld,6443,1,256,256
train_realworld,6444,1,529,529
train_realworld,6445,1,108,108
train_realworld,6446,1,16,16
train_realworld,6447,1,192,192
train_realworld,6448,1,108,108
train_realworld,6449,1,16,16
train_realworld,6450,1,888,888
train_realworld,6451,1,16,16
train_realworld,6452,1,432,432
train_realworld,6453,1,16,16
train_realworld,6454,1,256,256
train_realworld,6455,1,16,16
train_realworld,6456,1,144,144
train_realworld,6457,1,192,192
train_realworld,6458,1,144,144
train_realworld,6459,1,108,108
train_realworld,6460,1,665,665
train_realworld,6461,1,16,16
train_realworld,6462,1,224,224
train_realworld,6463,1,108,108
train_realworld,6464,1,525,525
train_realworld,6465,1,192,192
train_realworld,6466,1,192,192
train_realworld,6467,1,108,108
train_realworld,6468,1,16,16
train_realworld,6469,1,256,256
train_realworld,6470,1,16,16
train_realworld,6471,1,108,108
train_realworld,6472,1,96,96
train_realworld,6473,1,144,144
train_realworld,6474,1,256,256
train_realworld,6475,1,240,240
train_realworld,6476,1,256,256
train_realworld,6477,1,192,192
train_realworld,6478,1,16,16
train_realworld,6479,1,16,16
train_realworld,6480,1,16,16
train_realworld,6481,1,192,192
train_realworld,6482,1,525,525
train_realworld,6483,1,256,256
train_realworld,6484,1,108,108
train_realworld,6485,1,16,16
train_realworld,6486,1,144,144
train_realworld,6487,1,16,16
train_realworld,6488,1,16,16
train_realworld,6489,1,108,108
train_realworld,6490,1,192,192
train_realworld,6491,1,16,16
train_realworld,6492,1,16,16
train_realworld,6493,1,560,560
train_realworld,6494,1,1386,1386
train_realworld,6495,1,224,224
train_realworld,6496,1,280,280
train_realworld,6497,1,16,16
train_realworld,6498,1,192,192
train_realworld,6499,1,16,16
train_realworld,6500,1,240,240
train_realworld,6501,1,630,630
train_realworld,6502,1,1440,1440
train_realworld,6503,1,1425,1425
train_realworld,6504,1,192,192
train_realworld,6505,1,192,192
train_realworld,6506,1,108,108
train_realworld,6507,1,238,238
train_realworld,6508,1,192,192
train_realworld,6509,1,16,16
train_realworld,6510,1,16,16
train_realworld,6511,1,368,368
train_realworld,6512,1,256,256
train_realworld,6513,1,108,108
train_realworld,6514,1,144,144
train_realworld,6515,1,108,108
train_realworld,6516,1,525,525
train_realworld,6517,1,132,132
train_realworld,6518,1,256,256
train_realworld,6519,1,525,525
train_realworld,6520,1,525,525
train_realworld,6521,1,176,176
train_realworld,6522,1,16,16
train_realworld,6523,1,132,132
train_realworld,6524,1,96,96
train_realworld,6525,1,1056,1056
train_realworld,6526,1,16,16
train_realworld,6527,1,108,108
train_realworld,6528,1,16,16
train_realworld,6529,1,132,132
train_realworld,6530,1,16,16
train_realworld,6531,1,192,192
train_realworld,6532,1,96,96
train_realworld,6533,1,16,16
train_realworld,6534,1,108,108
train_realworld,6535,1,896,896
train_realworld,6536,1,304,304
train_realworld,6537,1,144,144
train_realworld,6538,1,336,336
train_realworld,6539,1,192,192
train_realworld,6540,1,16,16
train_realworld,6541,1,16,16
train_realworld,6542,1,16,16
train_realworld,6543,1,144,144
train_realworld,6544,1,120,120
train_realworld,6545,1,120,120
train_realworld,6546,1,1056,1056
train_realworld,6547,1,16,16
train_realworld,6548,1,192,192
train_realworld,6549,1,240,240
train_realworld,6550,1,120,120
train_realworld,6551,1,192,192
train_realworld,6552,1,132,132
train_realworld,6553,1,132,132
train_realworld,6554,1,192,192
train_realworld,6555,1,208,208
train_realworld,6556,1,192,192
train_realworld,6557,1,208,208
train_realworld,6558,1,256,256
train_realworld,6559,1,16,16
train_realworld,6560,1,84,84
train_realworld,6561,1,108,108
train_realworld,6562,1,525,525
train_realworld,6563,1,192,192
train_realworld,6564,1,108,108
train_realworld,6565,1,16,16
train_realworld,6566,1,1386,1386
train_realworld,6567,1,84,84
train_realworld,6568,1,224,224
train_realworld,6569,1,16,16
train_realworld,6570,1,16,16
train_realworld,6571,1,16,16
train_realworld,6572,1,16,16
train_realworld,6573,1,108,108
train_realworld,6574,1,256,256
train_realworld,6575,1,16,16
train_realworld,6576,1,144,144
train_realworld,6577,1,16,16
train_realworld,6578,1,120,120
train_realworld,6579,1,108,108
train_realworld,6580,1,208,208
train_realworld,6581,1,1435,1435
train_realworld,6582,1,192,192
train_realworld,6583,1,280,280
train_realworld,6584,1,1440,1440
train_realworld,6585,1,361,361
train_realworld,6586,1,16,16
train_realworld,6587,1,208,208
train_realworld,6588,1,108,108
train_realworld,6589,1,525,525
train_realworld,6590,1,16,16
train_realworld,6591,1,255,255
train_realworld,6592,1,108,108
train_realworld,6593,1,16,16
train_realworld,6594,1,280,280
train_realworld,6595,1,108,108
train_realworld,6596,1,324,324
train_realworld,6597,1,16,16
train_realworld,6598,1,120,120
train_realworld,6599,1,16,16
train_realworld,6600,1,224,224
train_standard,1,1,40,40
train_standard,2,1,40,40
train_standard,3,5,200,40|40|40|40|40
train_standard,4,1,40,40
train_standard,5,2,80,40|40
train_standard,6,1,40,40
train_standard,7,6,240,40|40|40|40|40|40
train_standard,8,1,40,40
train_standard,9,1,40,40
train_standard,10,5,200,40|40|40|40|40
train_standard,11,1,40,40
train_standard,12,5,200,40|40|40|40|40
train_standard,13,1,860,860
train_standard,14,1,860,860
train_standard,15,1,860,860
train_standard,16,1,100,100
train_standard,17,1,100,100
train_standard,18,1,100,100
train_standard,19,1,100,100
train_standard,20,1,40,40
train_standard,21,1,40,40
train_standard,22,3,115,35|40|40
train_standard,23,1,903,903
train_standard,24,1,35,35
train_standard,25,1,1430,1430
train_standard,26,2,54,24|30
train_standard,27,4,655,24|559|32|40
train_standard,28,1,559,559
train_standard,29,1,40,40
train_standard,30,2,1204,602|602
train_standard,31,5,216,40|48|40|48|40
train_standard,32,1,48,48
train_standard,33,3,128,40|40|48
train_standard,34,1,40,40
train_standard,35,1,40,40
train_standard,36,1,40,40
train_standard,37,1,40,40
train_standard,38,1,40,40
train_standard,39,5,200,40|40|40|40|40
train_standard,40,1,40,40
train_standard,41,5,200,40|40|40|40|40
train_standard,42,10,400,40|40|40|40|40|40|40|40|40|40
train_standard,43,1,48,48
train_standard,44,1,1161,1161
train_standard,45,3,1448,40|704|704
train_standard,46,1,40,40
train_standard,47,5,198,40|48|35|40|35
train_standard,48,1,35,35
train_standard,49,1,40,40
train_standard,50,3,120,40|40|40
train_standard,51,10,400,40|40|40|40|40|40|40|40|40|40
train_standard,52,1,32,32
train_standard,53,1,40,40
train_standard,54,1,40,40
train_standard,55,1,32,32
train_standard,56,1,48,48
train_standard,57,1,48,48
train_standard,58,1,40,40
train_standard,59,1,40,40
train_standard,60,1,40,40
train_standard,61,1,40,40
train_standard,62,1,48,48
train_standard,63,1,48,48
train_standard,64,1,48,48
train_standard,65,1,48,48
train_standard,66,1,24,24
train_standard,67,1,32,32
train_standard,68,1,24,24
train_standard,69,3,1104,24|220|860
train_standard,70,1,1247,1247
train_standard,71,1,40,40
train_standard,72,1,1247,1247
train_standard,73,1,24,24
train_standard,74,1,720,720
train_standard,75,1,20,20
train_standard,76,1,40,40
train_standard,77,1,308,308
train_standard,78,1,440,440
train_standard,79,1,440,440
train_standard,80,1,1204,1204
train_standard,81,1,1204,1204
train_standard,82,1,40,40
train_standard,83,1,40,40
train_standard,84,1,40,40
train_standard,85,6,240,40|40|40|40|40|40
train_standard,86,1,40,40
train_standard,87,1,40,40
train_standard,88,1,40,40
train_standard,89,1,40,40
train_standard,90,1,40,40
train_standard,91,1,40,40
train_standard,92,1,40,40
train_standard,93,1,40,40
train_standard,94,6,240,40|40|40|40|40|40
train_standard,95,1,40,40
train_standard,96,1,40,40
train_standard,97,1,559,559
train_standard,98,1,40,40
train_standard,99,1,559,559
train_standard,100,4,144,40|40|32|32
train_standard,101,4,144,40|40|32|32
train_standard,102,1,32,32
train_standard,103,1,32,32
train_standard,104,1,40,40
train_standard,105,1,32,32
train_standard,106,1,1333,1333
train_standard,107,4,4330,1333|704|960|1333
train_standard,108,1,960,960
train_standard,109,1,1376,1376
train_standard,110,4,3437,559|1419|40|1419
train_standard,111,4,3437,559|1419|40|1419
train_standard,112,1,1204,1204
train_standard,113,6,7224,1204|1204|1204|1204|1204|1204
train_standard,114,1,945,945
train_standard,115,1,945,945
train_standard,116,1,945,945
train_standard,117,1,40,40
train_standard,118,1,40,40
train_standard,119,1,40,40
train_standard,120,2,80,40|40
train_standard,121,1,368,368
train_standard,122,1,368,368
train_standard,123,1,368,368
train_standard,124,3,1104,368|368|368
train_standard,125,1,40,40
train_standard,126,1,48,48
train_standard,127,1,48,48
train_standard,128,3,136,40|48|48
train_standard,129,1,40,40
train_standard,130,5,240,32|56|64|32|56
train_standard,131,1,32,32
train_standard,132,3,152,32|56|64
train_standard,133,1,40,40
train_standard,134,5,192,40|40|32|40|40
train_standard,135,1,40,40
train_standard,136,5,192,40|40|32|40|40
train_standard,137,1,72,72
train_standard,138,1,64,64
train_standard,139,1,72,72
train_standard,140,1,72,72
train_standard,141,1,1247,1247
train_standard,142,1,1247,1247
train_standard,143,1,1247,1247
train_standard,144,3,3741,1247|1247|1247
train_standard,145,1,1247,1247
train_standard,146,1,1247,1247
train_standard,147,1,1247,1247
train_standard,148,1,56,56
train_standard,149,1,56,56
train_standard,150,1,56,56
train_standard,151,1,1290,1290
train_standard,152,1,1247,1247
train_standard,153,9,11223,1247|1247|1247|1247|1247|1247|1247|1247|1247
train_standard,154,1,1247,1247
train_standard,155,1,1247,1247
train_standard,156,1,1288,1288
train_standard,157,1,1288,1288
train_standard,158,1,1288,1288
train_standard,159,3,3864,1288|1288|1288
train_standard,160,1,784,784
train_standard,161,1,559,559
train_standard,162,1,784,784
train_standard,163,1,462,462
train_standard,164,1,40,40
train_standard,165,5,200,40|40|40|40|40
train_standard,166,1,28,28
train_standard,167,1,40,40
train_standard,168,4,136,28|40|40|28
train_standard,169,1,40,40
train_standard,170,1,48,48
train_standard,171,1,40,40
train_standard,172,1,368,368
train_standard,173,1,368,368
train_standard,174,1,368,368
train_standard,175,1,368,368
train_standard,176,1,30,30
train_standard,177,2,60,30|30
train_standard,178,8,1336,30|304|30|304|30|304|30|304
train_standard,179,1,40,40
train_standard,180,1,40,40
train_standard,181,1,40,40
train_standard,182,1,40,40
train_standard,183,5,240,48|48|48|48|48
train_standard,184,3,115,40|35|40
train_standard,185,1,35,35
train_standard,186,1,40,40
train_standard,187,1,486,486
train_standard,188,1,486,486
train_standard,189,1,486,486
train_standard,190,1,486,486
train_standard,191,3,1458,486|486|486
train_standard,192,1,486,486
train_standard,193,1,486,486
train_standard,194,1,40,40
train_standard,195,1,540,540
train_standard,196,1,540,540
train_standard,197,1,540,540
train_standard,198,1,540,540
train_standard,199,1,40,40
train_standard,200,1,40,40
train_standard,201,1,48,48
train_standard,202,1,40,40
train_standard,203,1,40,40
train_standard,204,1,40,40
train_standard,205,1,20,20
train_standard,206,1,30,30
train_standard,207,1,30,30
train_standard,208,2,96,48|48
train_standard,209,2,96,48|48
train_standard,210,2,96,48|48
train_standard,211,1,40,40
train_standard,212,2,80,40|40
train_standard,213,1,40,40
train_standard,214,1,40,40
train_standard,215,1,40,40
train_standard,216,1,40,40
train_standard,217,10,400,40|40|40|40|40|40|40|40|40|40
train_standard,218,1,324,324
train_standard,219,1,324,324
train_standard,220,1,432,432
train_standard,221,5,2160,432|432|432|432|432
train_standard,222,1,432,432
train_standard,223,1,675,675
train_standard,224,1,675,675
train_standard,225,1,405,405
train_standard,226,1,405,405
train_standard,227,1,405,405
train_standard,228,1,405,405
train_standard,229,1,56,56
train_standard,230,1,56,56
train_standard,231,1,243,243
train_standard,232,1,56,56
train_standard,233,1,1012,1012
train_standard,234,1,1012,1012
train_standard,235,1,1012,1012
train_standard,236,1,1012,1012
train_standard,237,4,648,552|32|32|32
train_standard,238,1,32,32
train_standard,239,1,1196,1196
train_standard,240,1,1196,1196
train_standard,241,1,1196,1196
train_standard,242,1,1104,1104
train_standard,243,1,1104,1104
train_standard,244,1,1104,1104
train_standard,245,1,1288,1288
train_standard,246,1,1288,1288
train_standard,247,1,1288,1288
train_standard,248,1,1104,1104
train_standard,249,1,1104,1104
train_standard,250,1,1104,1104
train_standard,251,1,1104,1104
train_standard,252,1,1196,1196
train_standard,253,1,1196,1196
train_standard,254,1,1196,1196
train_standard,255,1,24,24
train_standard,256,1,176,176
train_standard,257,1,24,24
train_standard,258,1,220,220
train_standard,259,1,330,330
train_standard,260,2,1577,330|1247
train_standard,261,1,1247,1247
train_standard,262,1,1247,1247
train_standard,263,1,1247,1247
train_standard,264,5,6235,1247|1247|1247|1247|1247
train_standard,265,2,1978,989|989
train_standard,266,4,3408,989|989|989|441
train_standard,267,1,368,368
train_standard,268,1,486,486
train_standard,269,1,486,486
train_standard,270,1,486,486
train_standard,271,1,486,486
train_standard,272,1,486,486
train_standard,273,1,486,486
train_standard,274,2,972,486|486
train_standard,275,5,200,40|40|40|40|40
train_standard,276,1,40,40
train_standard,277,1,40,40
train_standard,278,1,40,40
train_standard,279,1,324,324
train_standard,280,1,324,324
train_standard,281,1,35,35
train_standard,282,3,683,324|324|35
train_standard,283,1,144,144
